jurisdiction_code,jurisdiction_name,due_date_mode,due_date,offset_months,offset_days,offset_years,title,category,notes,source_url,fiscal_year_end,effective_from,effective_to
KR,South Korea,relative,,15,0,,GloBE Information Return - Standard,,Standard Filing,https://www.law.go.kr/LSW/lsBylInfoPLinkR.do?lsiSeq=261265&lsNm=%EA%B5%AD%EC%A0%9C%EC%A1%B0%EC%84%B8%EC%A1%B0%EC%A0%95%EC%97%90+%EA%B4%80%ED%95%9C+%EB%B2%95%EB%A5%A0+%EC%8B%9C%ED%96%89%EA%B7%9C%EC%B9%99&bylNo=0056&bylBrNo=00&bylCls=BF&bylEfYd=20240322&bylEfYdYn=Y,,01/01/2024,
KR,South Korea,relative,,15,0,,Double Filing Relief Notification (Standard),Other Notifications (Standard),Form 55 – Notification a Foreign Group Member is Submitting the GloBE Information Return,,,01/01/2024,
KR,South Korea,relative,,18,0,,GloBE Information Return - Transitional,,Only for Transitional Year Filing,https://www.law.go.kr/LSW/lsBylInfoPLinkR.do?lsiSeq=261265&lsNm=%EA%B5%AD%EC%A0%9C%EC%A1%B0%EC%84%B8%EC%A1%B0%EC%A0%95%EC%97%90+%EA%B4%80%ED%95%9C+%EB%B2%95%EB%A5%A0+%EC%8B%9C%ED%96%89%EA%B7%9C%EC%B9%99&bylNo=0056&bylBrNo=00&bylCls=BF&bylEfYd=20240322&bylEfYdYn=Y,,01/01/2024,
KR,South Korea,relative,,18,0,,Double Filing Relief Notification (Transitional Year),Other Notifications (Transitional),Form 55 – Notification a Foreign Group Member is Submitting the GloBE Information Return,,,01/01/2024,
KR,South Korea,relative,,18,0,,GloBE Tax Return (Transitional),GloBE Tax Return (Transitional),Article 84 of the Law requires submission of an additional self- assessment return (a ‘GloBE Top-Up Tax Return’) by the GIR filing deadline if there is a top-up tax liability.Further details are included in the Enforcement Decree and Regulations. A different tax return applies for IIR and UTPR purposes. And for the UTPR an additional form (form 57 or 58) is also required to be filed depending on the allocation mechanism chosen to allocate jurisdictional top-up tax to CEs.,https://www.law.go.kr/LSW/lsBylInfoPLinkR.do?lsiSeq=261265&lsNm=%EA%B5%AD%EC%A0%9C%EC%A1%B0%EC%84%B8%EC%A1%B0%EC%A0%95%EC%97%90+%EA%B4%80%ED%95%9C+%EB%B2%95%EB%A5%A0+%EC%8B%9C%ED%96%89%EA%B7%9C%EC%B9%99&bylNo=0056&bylBrNo=00&bylCls=BF&bylEfYd=20240322&bylEfYdYn=Y,,01/01/2024,
KR,South Korea,relative,,15,0,,Payment,Payment (Standard),"Under Article 84(1) of the GloBE Law payment of top-up tax under the Income Inclusion Rule or the Under-Taxed Payments Rule is required by the filing deadline. Article 84(3) of the GloBE Law provides that if the amount of top-up tax exceeds 10 million won, part of the amount payable may be paid in instalments. The 2025 Tax Reform applies the same deadline for QDMTT purposes.",,,01/01/2024,
KR,South Korea,relative,,18,0,,Payment (Transitional),Payment (Transitional),"Under Article 84(1) of the GloBE Law payment of top-up tax under the Income Inclusion Rule or the Under-Taxed Payments Rule is required by the filing deadline. Article 84(3) of the GloBE Law provides that if the amount of top-up tax exceeds 10 million won, part of the amount payable may be paid in instalments. The 2025 Tax Reform applies the same deadline for QDMTT purposes.",,,01/01/2024,
ES,Spain,relative,,15,0,,GloBE Information Return - Standard,,"Standard Filing

On October 29, 2025, Order HAC/1198/2025, of October 21 was published in the Official Gazette. This approves the final versions of three specific Pillar 2 forms – Form 240 (registration), Form 241 (the GIR) and Form 242 (the top-up tax return).",https://www.boe.es/boe/dias/2025/10/29/pdfs/BOE-A-2025-21727.pdf,,01/01/2024,
ES,Spain,relative,,15,0,,Double Filing Relief Notification (Standard),Other Notifications (Standard),Yes - Section 47(3),,,01/01/2024,
ES,Spain,relative,,18,0,,GloBE Information Return - Transitional,,"Only for Transitional Year Filing

On October 29, 2025, Order HAC/1198/2025, of October 21 was published in the Official Gazette. This approves the final versions of three specific Pillar 2 forms – Form 240 (registration), Form 241 (the GIR) and Form 242 (the top-up tax return).",https://www.boe.es/boe/dias/2025/10/29/pdfs/BOE-A-2025-21727.pdf,,01/01/2024,
ES,Spain,relative,,18,0,,Double Filing Relief Notification (Transitional Year),Other Notifications (Transitional),Yes - Section 47(3),,,01/01/2024,
ES,Spain,relative,,15,25,,GloBE Tax Return,GloBE Tax Return (Standard),"Section 49 of the Law requires that a Top-Up Tax Return must be filed  within 25 calendar days following the 15th  month (18th month for the transitional year) after the end of the tax period. NB cannot be before June 30, 2026. The form 242 has been issued for the top-up tax return.

On October 29, 2025, Order HAC/1198/2025, of October 21 was published in the Official Gazette. This approves the final versions of three specific Pillar 2 forms – Form 240 (registration), Form 241 (the GIR) and Form 242 (the top-up tax return).",https://www.boe.es/boe/dias/2025/10/29/pdfs/BOE-A-2025-21727.pdf,,01/01/2024,
ES,Spain,relative,,18,25,,GloBE Tax Return (Transitional),GloBE Tax Return (Transitional),"Section 49 of the Law requires that a Top-Up Tax Return must be filed  within 25 calendar days following the 15th  month (18th month for the transitional year) after the end of the tax period. NB cannot be before June 30, 2026. The form 242 has been issued for the top-up tax return.

On October 29, 2025, Order HAC/1198/2025, of October 21 was published in the Official Gazette. This approves the final versions of three specific Pillar 2 forms – Form 240 (registration), Form 241 (the GIR) and Form 242 (the top-up tax return).",https://www.boe.es/boe/dias/2025/10/29/pdfs/BOE-A-2025-21727.pdf,,01/01/2024,
ES,Spain,relative,,15,25,,Payment,Payment (Standard),"Article 50 of the Law provides that any Top-Up Tax must be paid by the deadline for filing the Top-Up Tax Return. Note that for taxpayers with accounting periods ending December 31, 2024, the direct debit period will be from July 1 to 21, 2026.",,,01/01/2024,
ES,Spain,relative,,18,25,,Payment (Transitional),Payment (Transitional),"Article 50 of the Law provides that any Top-Up Tax must be paid by the deadline for filing the Top-Up Tax Return. Note that for taxpayers with accounting periods ending December 31, 2024, the direct debit period will be from July 1 to 21, 2026.",,,01/01/2024,
ES,Spain,fixed,21/07/2026,,,,Payment (Transitional),Payment (Transitional),"Article 50 of the Law provides that any Top-Up Tax must be paid by the deadline for filing the Top-Up Tax Return. Note that for taxpayers with accounting periods ending December 31, 2024, the direct debit period will be from July 1 to 21, 2026.",,31/12/2024,01/01/2024,
ES,Spain,relative,,12,0,,Registration,Registration (Standard),"Article 18(1) of the April 2025 Regulations provides that any constituent entity located in Spain that forms part of a large multinational or domestic group is required to file an information return with the tax authority. It must notify the Tax Authority of the identification, the start and end date of the tax period and the country or territory in which the ultimate parent entity is located, when the latter is required to file the return or, if it is not required to file the return, it must notify the Tax Authority of the identification and the country or territory in which the entity designated to file the return is located.

Note that this can be submitted as a single registration form for all constituent entities located in Spanish territory that are part of an MNE or large domestic group.

This must be filed at least 3 months before the GIR filing deadline.

On October 29, 2025, Order HAC/1198/2025, of October 21 was published in the Official Gazette. This approves the final versions of three specific Pillar 2 forms – Form 240 (registration), Form 241 (the GIR) and Form 242 (the top-up tax return).",https://www.boe.es/boe/dias/2025/10/29/pdfs/BOE-A-2025-21727.pdf,,01/01/2024,
ES,Spain,relative,,15,0,,Registration (Transitional),Registration (Transitional),"Article 18(1) of the April 2025 Regulations provides that any constituent entity located in Spain that forms part of a large multinational or domestic group is required to file an information return with the tax authority. It must notify the Tax Authority of the identification, the start and end date of the tax period and the country or territory in which the ultimate parent entity is located, when the latter is required to file the return or, if it is not required to file the return, it must notify the Tax Authority of the identification and the country or territory in which the entity designated to file the return is located.

Note that this can be submitted as a single registration form for all constituent entities located in Spanish territory that are part of an MNE or large domestic group.

This must be filed at least 3 months before the GIR filing deadline.

On October 29, 2025, Order HAC/1198/2025, of October 21 was published in the Official Gazette. This approves the final versions of three specific Pillar 2 forms – Form 240 (registration), Form 241 (the GIR) and Form 242 (the top-up tax return).",https://www.boe.es/boe/dias/2025/10/29/pdfs/BOE-A-2025-21727.pdf,,01/01/2024,
ES,Spain,fixed,30/06/2026,,,,Registration (Transitional),Registration (Transitional),"Article 18(1) of the April 2025 Regulations provides that any constituent entity located in Spain that forms part of a large multinational or domestic group is required to file an information return with the tax authority. It must notify the Tax Authority of the identification, the start and end date of the tax period and the country or territory in which the ultimate parent entity is located, when the latter is required to file the return or, if it is not required to file the return, it must notify the Tax Authority of the identification and the country or territory in which the entity designated to file the return is located.

Note that this can be submitted as a single registration form for all constituent entities located in Spanish territory that are part of an MNE or large domestic group.

This must be filed at least 3 months before the GIR filing deadline.

For periods before March 31, 2025 the submission deadline is between May and June 2026.

On October 29, 2025, Order HAC/1198/2025, of October 21 was published in the Official Gazette. This approves the final versions of three specific Pillar 2 forms – Form 240 (registration), Form 241 (the GIR) and Form 242 (the top-up tax return).",https://www.boe.es/boe/dias/2025/10/29/pdfs/BOE-A-2025-21727.pdf,31/12/2024,01/01/2024,
SW,Sweden,relative,,14,0,,Designated Entity Notification (UTPR),Other Notifications (Standard),"Ch. 6(15) provides that where all Swedish group entities in a group elect, one entity is responsible for filing and paying all of the UTPR top-up tax.

The application must be made no later than 14 months after the end of the year.",https://www7.skatteverket.se/portal/tillaggsskatt,,01/01/2024,
SW,Sweden,relative,,15,0,,GloBE Information Return - Standard,,Standard Filing,https://skatteverket.se/download/18.6491ed82199c4722daeef0/1761207696051/kompletterande-instruktion-for-lamnande-av-tillaggsrapport-till-skatteverket-skv279-utgava01.pdf,,01/01/2024,
SW,Sweden,relative,,15,0,,Double Filing Relief Notification (Standard),Other Notifications (Standard),"Yes, Section 33d(4) - GIR filing deadline",,,01/01/2024,
SW,Sweden,relative,,18,0,,GloBE Information Return - Transitional,,Only for Transitional Year Filing,https://skatteverket.se/download/18.6491ed82199c4722daeef0/1761207696051/kompletterande-instruktion-for-lamnande-av-tillaggsrapport-till-skatteverket-skv279-utgava01.pdf,,01/01/2024,
SW,Sweden,relative,,18,0,,Double Filing Relief Notification (Transitional Year),Other Notifications (Transitional),"Yes, Section 33d(4) - GIR filing deadline",,,01/01/2024,
SW,Sweden,relative,,16,0,,GloBE Tax Return,GloBE Tax Return (Standard),"Ch. 32a(2) requires submission of a top-up tax self- assessment return (a ‘GloBE Top-Up Tax Return’) within 1 month of the GIR filing deadline if there is a top-up tax liability.

This applies if:

-The group entity is required to pay top-up tax according to the information in the GloBE Information Return

-UTPR tax has been allocated to Swedish group entities according to the information in the GloBE Information Return; or

-The Tax Agency requests one.",,,01/01/2024,
SW,Sweden,relative,,18,0,,GloBE Tax Return (Transitional),GloBE Tax Return (Transitional),"Ch. 32a(2) requires submission of a top-up tax self- assessment return (a ‘GloBE Top-Up Tax Return’) within 1 month of the GIR filing deadline if there is a top-up tax liability.

This applies if:

-The group entity is required to pay top-up tax according to the information in the GloBE Information Return

-UTPR tax has been allocated to Swedish group entities according to the information in the GloBE Information Return; or

-The Tax Agency requests one.",,,01/01/2024,
SW,Sweden,relative,,15,0,,Registration,Registration (Standard),Chapter 7 of the amended Tax Procedures Act requires all Swedish group entities that are part of a group falling within the scope of the GloBE rules in Sweden to register with the Swedish Tax Agency. The deadline for registration is 15 months from the tax year in which the registration obligation arose.,https://www7.skatteverket.se/portal/tillaggsskatt,,01/01/2024,
CH,Switzerland,relative,,15,0,,GloBE Information Return - Standard,,"Standard Filing

In 2025 OMTax was launched. In-scope groups can now register in OMTax and make top-up tax returns.

Registration and filing returns is electronic via the government OMTax platform. Users are required to login to access the platform (In order to register a taxable constituent entity, the user must have a personal user account in the ePortal (https://eportal.admin.ch)). There is a test environment and a number of training materials for registration and return submissions.
See: http://oecdpillars.com/wp-content/uploads/2026/03/switzerland_gir_filing_checklist.pdf",https://www.estv.admin.ch/fr/globe-information-return-gir-fr,,01/01/2024,
CH,Switzerland,relative,,15,0,,Double Filing Relief Notification (Standard),Other Notifications (Standard),Included in the April 2025 Draft Amendment - standard OECD Rules,,,01/01/2024,
CH,Switzerland,relative,,18,0,,GloBE Information Return - Transitional,,"Only for Transitional Year Filing

In 2025 OMTax was launched. In-scope groups can now register in OMTax and make top-up tax returns.

Registration and filing returns is electronic via the government OMTax platform. Users are required to login to access the platform (In order to register a taxable constituent entity, the user must have a personal user account in the ePortal (https://eportal.admin.ch)). There is a test environment and a number of training materials for registration and return submissions.

See: http://oecdpillars.com/wp-content/uploads/2026/03/switzerland_gir_filing_checklist.pdf",https://www.estv.admin.ch/fr/globe-information-return-gir-fr,,01/01/2024,
CH,Switzerland,relative,,18,0,,Double Filing Relief Notification (Transitional Year),Other Notifications (Transitional),Included in the April 2025 Draft Amendment - standard OECD Rules,,,01/01/2024,
CH,Switzerland,relative,,15,0,,GloBE Tax Return,GloBE Tax Return (Standard),"Article 20 of the Pillar Two Ordinance provides that the filing deadline for the GloBE Top-Up Tax Return will be the standard 15 months following the end of the fiscal year (18 months in the first year).

In 2025 OMTax was launched. In-scope groups can now register in OMTax and make top-up tax returns.

Registration and filing returns is electronic via the government OMTax platform. Users are required to login to access the platform (In order to register a taxable constituent entity, the user must have a personal user account in the ePortal (https://eportal.admin.ch)). There is a test environment and a number of training materials for registration and return submissions",http://www.omtax.admin.ch/,,01/01/2025,
CH,Switzerland,relative,,18,0,,GloBE Tax Return (Transitional),GloBE Tax Return (Transitional),"Article 20 of the Pillar Two Ordinance provides that the filing deadline for the GloBE Top-Up Tax Return will be the standard 15 months following the end of the fiscal year (18 months in the first year).

In 2025 OMTax was launched. In-scope groups can now register in OMTax and make top-up tax returns.

Registration and filing returns is electronic via the government OMTax platform. Users are required to login to access the platform (In order to register a taxable constituent entity, the user must have a personal user account in the ePortal (https://eportal.admin.ch)). There is a test environment and a number of training materials for registration and return submissions",http://www.omtax.admin.ch/,,01/01/2025,
CH,Switzerland,relative,,15,0,,Payment,Payment (Standard),Article 27 of the Pillar Two Ordinance provides that payment of top-up tax must be made by the deadline for filing the GloBE Top-Up Tax Return.,,,01/01/2024,
CH,Switzerland,relative,,18,0,,Payment (Transitional),Payment (Transitional),Article 27 of the Pillar Two Ordinance provides that payment of top-up tax must be made by the deadline for filing the GloBE Top-Up Tax Return.,,,01/01/2024,
CH,Switzerland,relative,,15,0,,Registration,Registration (Standard),"Article 19 of the Pillar Two Ordinance states that entities subject to the IIR/QDMTT are required to register by the filing deadline for the GloBE Information Return.

In 2025 OMTax was launched. In-scope groups can now register in OMTax and make top-up tax returns.

Registration and filing returns is electronic via the government OMTax platform. Users are required to login to access the platform (In order to register a taxable constituent entity, the user must have a personal user account in the ePortal (https://eportal.admin.ch)). There is a test environment and a number of training materials for registration and return submissions",http://www.omtax.admin.ch/,,01/01/2024,
CH,Switzerland,relative,,18,0,,Registration (Transitional),Registration (Transitional),"Article 19 of the Pillar Two Ordinance states that entities subject to the IIR/QDMTT are required to register by the filing deadline for the GloBE Information Return.

In 2025 OMTax was launched. In-scope groups can now register in OMTax and make top-up tax returns.

Registration and filing returns is electronic via the government OMTax platform. Users are required to login to access the platform (In order to register a taxable constituent entity, the user must have a personal user account in the ePortal (https://eportal.admin.ch)). There is a test environment and a number of training materials for registration and return submissions",http://www.omtax.admin.ch/,,01/01/2024,
TH,Thailand,relative,,15,0,,Designated Entity Notification,Other Notifications (Standard),"For UTPR and QDMTT purposes, all Thai CEs and JVs can mutually agree and designate one or more entities to be liable for the UTPR top-up tax. This needed to be notified the Revenue Dept within 15 months of the end of the UPEs fiscal year.",,,01/01/2025,
TH,Thailand,relative,,15,0,,GloBE Information Return - Standard,,Standard Filing,,,01/01/2025,
TH,Thailand,relative,,15,0,,Double Filing Relief Notification (Standard),Other Notifications (Standard),Yes Section 55 same filing,,,01/01/2025,
TH,Thailand,relative,,18,0,,GloBE Information Return - Transitional,,Only for Transitional Year Filing,,,01/01/2025,
TH,Thailand,relative,,18,0,,Double Filing Relief Notification (Transitional Year),Other Notifications (Transitional),Yes Section 55 same filing,,,01/01/2025,
TH,Thailand,relative,,15,0,,GloBE Tax Return,GloBE Tax Return (Standard),Section 57 of the Decree requires the submission of a Top-Up Tax Return within 15 months of the end of the reporting period (increased to 18 months in the transitional year),,,01/01/2025,
TH,Thailand,relative,,18,0,,GloBE Tax Return (Transitional),GloBE Tax Return (Transitional),Section 57 of the Decree requires the submission of a Top-Up Tax Return within 15 months of the end of the reporting period (increased to 18 months in the transitional year),,,01/01/2025,
TH,Thailand,relative,,15,0,,Payment,Payment (Standard),"Section 57 provides that the payment deadline is the same as the top-up tax return filing deadline. Section 13 provides that payment of top-up tax under the Decree shall be made in the Thai currency, irrespective of the currency used for accounting purposes.",,,01/01/2025,
TH,Thailand,relative,,18,0,,Payment (Transitional),Payment (Transitional),"Section 57 provides that the payment deadline is the same as the top-up tax return filing deadline. Section 13 provides that payment of top-up tax under the Decree shall be made in the Thai currency, irrespective of the currency used for accounting purposes.",,,01/01/2025,
TH,Thailand,relative,,15,0,,Registration,Registration (Standard),"Section 54 of the Law provides that each Thai constituent entity of an in-scope MNE group is required to submit the following information to the Revenue Department within fifteen months from the last day of the UPEs accounting period:

(1) Information about UPE and the country in which the UPE is located;

(2) Information on the constituent entities who are responsible for submitting GloBE Information Returns and their location;

(3) Other information as prescribed by the Revenue Department.

However, this will not apply if a constituent entity in Thailand is nominated to submit the information on behalf of the other Thai entities.",,,01/01/2025,
TR,Turkey,relative,,12,0,,DMTT Return,DMTT Return (Standard),"Article 46(3) requires submission of a DMT self- assessment return (a ‘DMT Top-Up Tax Return’) within 12 months of the end of the accounting period. On January 13, 2026, Turkey announced an extension in the filing and payment date for the QDMTT return for the 2024 tax period to January 28, 2026.

On January 7, 2026, Turkey opened its QDMTT filing portal.",https://dijital.gib.gov.tr/duyurular#4/pAnCnZsB-7ntgNc1XVtE,,01/01/2024,
TR,Turkey,fixed,28/01/2026,,,,DMTT Return (Transitional),DMTT Return (Transitional),"Article 46(3) requires submission of a DMT self- assessment return (a ‘DMT Top-Up Tax Return’) within 12 months of the end of the accounting period. On January 13, 2026, Turkey announced an extension in the filing and payment date for the QDMTT return for the 2024 tax period to January 28, 2026.

On January 7, 2026, Turkey opened its QDMTT filing portal.",https://dijital.gib.gov.tr/duyurular#4/pAnCnZsB-7ntgNc1XVtE,31/12/2024,01/01/2024,
TR,Turkey,relative,,18,0,,General Information Form,Other Notifications (Transitional),"The draft General Information Form is only five pages, but it reproduces the opening format of the main Information Return: filing-entity details, general MNE-group information, reporting period, accounting standard, currency, ultimate-parent data, group-structure data, exempt-entity data, structural changes, and a summary section showing safe-harbour/de-minimis usage and ranges for tax burden and top-up tax. What it does not include is the full jurisdictional computation machinery and the detailed IIR/UTPR allocation sections that appear later in the 31-page Information Return.

As such, it appears to be Turkey’s fallback information package for cases where GİB cannot rely on a Turkish Information Return or on an information-exchange route through a GIR-MCAA jurisdiction. https://dijital.gib.gov.tr/duyurular#4/fErnbJ0B-7ntgNc1GIxr",,,01/01/2024,
TR,Turkey,relative,,15,0,,General Information Form,Other Notifications (Standard),"The draft General Information Form is only five pages, but it reproduces the opening format of the main Information Return: filing-entity details, general MNE-group information, reporting period, accounting standard, currency, ultimate-parent data, group-structure data, exempt-entity data, structural changes, and a summary section showing safe-harbour/de-minimis usage and ranges for tax burden and top-up tax. What it does not include is the full jurisdictional computation machinery and the detailed IIR/UTPR allocation sections that appear later in the 31-page Information Return.

As such, it appears to be Turkey’s fallback information package for cases where GİB cannot rely on a Turkish Information Return or on an information-exchange route through a GIR-MCAA jurisdiction. https://dijital.gib.gov.tr/duyurular#4/fErnbJ0B-7ntgNc1GIxr",,,01/01/2024,
TR,Turkey,relative,,15,0,,GloBE Information Return - Standard,,"Standard Filing

In its 8 April 2026 announcement, the Turkish Revenue Administration (GİB) published draft versions of the GIR - https://dijital.gib.gov.tr/duyurular#4/fErnbJ0B-7ntgNc1GIxr",,,01/01/2024,
TR,Turkey,relative,,15,0,,Double Filing Relief Notification (Standard),Other Notifications (Standard),Yes - Section 44(5) - same filing,,,01/01/2024,
TR,Turkey,relative,,18,0,,GloBE Information Return - Transitional,,"Only for Transitional Year Filing

In its 8 April 2026 announcement, the Turkish Revenue Administration (GİB) published draft versions of the GIR - https://dijital.gib.gov.tr/duyurular#4/fErnbJ0B-7ntgNc1GIxr",,,01/01/2024,
TR,Turkey,relative,,18,0,,Double Filing Relief Notification (Transitional Year),Other Notifications (Transitional),Yes - Section 44(5) - same filing,,,01/01/2024,
TR,Turkey,relative,,15,0,,GloBE Tax Return,GloBE Tax Return (Standard),"Article 44 of the Law requires submission of an IIR/UTPR self- assessment return (a ‘GloBE Top-Up Tax Return’) within 15 months after the end of the fiscal year (with an 18-month deadline for the Transition Year). In its 8 April 2026 announcement, the Turkish Revenue Administration (GİB) published draft versions of the GloBE Tax Return - https://dijital.gib.gov.tr/duyurular#4/fErnbJ0B-7ntgNc1GIxr",,,01/01/2024,
TR,Turkey,relative,,18,0,,GloBE Tax Return (Transitional),GloBE Tax Return (Transitional),"Article 44 of the Law requires submission of an IIR/UTPR self- assessment return (a ‘GloBE Top-Up Tax Return’) within 15 months after the end of the fiscal year (with an 18-month deadline for the Transition Year).  In its 8 April 2026 announcement, the Turkish Revenue Administration (GİB) published draft versions of the GloBE Tax Return - https://dijital.gib.gov.tr/duyurular#4/fErnbJ0B-7ntgNc1GIxr",,,01/01/2024,
TR,Turkey,relative,,18,0,,Notification Form,Other Notifications (Transitional),"In its 8 April 2026 announcement, the Turkish Revenue Administration published draft versions of the Notification Form for in-scope Turkish constituent entities.

The draft Notification Form is aimed at Turkish constituent entities that are in scope but are not themselves global ATV taxpayers. It first identifies the notifying Turkish entity, the MNE group, the ultimate parent, and any other Turkish entities included in the notification. It then asks is there a Turkey-resident global ATV taxpayer in the group? If the answer is yes, the filer completes the Turkish taxpayer details and stops there; if the answer is no, the filer moves to the information-return section.

Where the second branch applies the notifying entity must indicate whether the group Information Return was filed in Turkey or another GIR-MCAA country, in a non-MCAA country, or not filed at all. The draft then spells out the consequence: if the first option is chosen, the General Information Form is not completed and the filer instead provides the Information Return filer details; if the second or third option is chosen, the General Information Form must be completed and those D2-D7 fields are not filled. This therefore allows GİB to distinguish between cases where it can expect to receive data via a recognised filing/exchange channel and cases where it needs a domestic fallback dataset (the General Information Form).

https://dijital.gib.gov.tr/duyurular#4/fErnbJ0B-7ntgNc1GIxr",,,01/01/2024,
TR,Turkey,relative,,15,0,,Notification Form,Other Notifications (Standard),"In its 8 April 2026 announcement, the Turkish Revenue Administration published draft versions of the Notification Form for in-scope Turkish constituent entities.

The draft Notification Form is aimed at Turkish constituent entities that are in scope but are not themselves global ATV taxpayers. It first identifies the notifying Turkish entity, the MNE group, the ultimate parent, and any other Turkish entities included in the notification. It then asks is there a Turkey-resident global ATV taxpayer in the group? If the answer is yes, the filer completes the Turkish taxpayer details and stops there; if the answer is no, the filer moves to the information-return section.

Where the second branch applies the notifying entity must indicate whether the group Information Return was filed in Turkey or another GIR-MCAA country, in a non-MCAA country, or not filed at all. The draft then spells out the consequence: if the first option is chosen, the General Information Form is not completed and the filer instead provides the Information Return filer details; if the second or third option is chosen, the General Information Form must be completed and those D2-D7 fields are not filled. This therefore allows GİB to distinguish between cases where it can expect to receive data via a recognised filing/exchange channel and cases where it needs a domestic fallback dataset (the General Information Form).

https://dijital.gib.gov.tr/duyurular#4/fErnbJ0B-7ntgNc1GIxr",,,01/01/2024,
TR,Turkey,relative,,10,0,,Payment,Payment (Standard),"Article 46 provides that the payment deadline for the domestic minimum top-up tax is 12 months from the end of the accounting period. It was announced o that the payment date for the 2024 tax period has been extended to January 28, 2026. Article 44 provides that the payment deadline for the IIR/UTPR top-up tax is no later than 15 months after the end of the fiscal year (with an 18-month deadline for the Transition Year).",,,01/01/2024,
TR,Turkey,fixed,28/01/2026,,,,Payment (Transitional),Payment (Transitional),"Article 46 provides that the payment deadline for the domestic minimum top-up tax is 12 months from the end of the accounting period. It was announced that the payment date for the 2024 tax period has been extended to January 28, 2026. Article 44 provides that the payment deadline for the IIR/UTPR top-up tax is no later than 15 months after the end of the fiscal year (with an 18-month deadline for the Transition Year).",,31/12/2024,01/01/2024,
UAE,UAE,relative,,15,0,,DMTT Return,DMTT Return (Standard),"Article 8.1.1 of the Cabinet Decision provides that each Constituent Entity, Joint Venture and JV Subsidiary located in the UAE must file a Top-up Tax Return with the Federal Tax Authority. The return may be filed by either the Constituent Entity, Joint Venture or JV Subsidiary itself or by a Domestic Designated Filing Entity on its behalf.

The Top-up Tax Return must be submitted within 15 months after the last day of the Reporting Fiscal Year or 18 months after the last day of the Reporting Fiscal Year that is the first Transition Year of any Constituent Entity of the MNE Group.

The Top-up Tax Return will require the equivalent information and reporting requirements set out in the Pillar Two Information Return.",,,01/01/2025,
UAE,UAE,relative,,18,0,,DMTT Return (Transitional),DMTT Return (Transitional),"Article 8.1.1 of the Cabinet Decision provides that each Constituent Entity, Joint Venture and JV Subsidiary located in the UAE must file a Top-up Tax Return with the Federal Tax Authority. The return may be filed by either the Constituent Entity, Joint Venture or JV Subsidiary itself or by a Domestic Designated Filing Entity on its behalf.

The Top-up Tax Return must be submitted within 15 months after the last day of the Reporting Fiscal Year or 18 months after the last day of the Reporting Fiscal Year that is the first Transition Year of any Constituent Entity of the MNE Group.

The Top-up Tax Return will require the equivalent information and reporting requirements set out in the Pillar Two Information Return.",,,01/01/2025,
UAE,UAE,relative,,15,0,,GloBE Information Return - Standard,,Standard Filing,,,01/01/2025,
UAE,UAE,relative,,15,0,,Double Filing Relief Notification (Standard),Other Notifications (Standard),Article 15 of the Cabinet Decision aligns the Pillar 2 Information Return filing with the OECD GIR and reporting framework.,,,01/01/2025,
UAE,UAE,relative,,18,0,,GloBE Information Return - Transitional,,Only for Transitional Year Filing,,,01/01/2025,
UAE,UAE,relative,,18,0,,Double Filing Relief Notification (Transitional Year),Other Notifications (Transitional),Article 15 of the Cabinet Decision aligns the Pillar 2 Information Return filing with the OECD GIR and reporting framework.,,,01/01/2025,
UAE,UAE,relative,,15,0,,Payment,Payment (Standard),"Article 11.2 of the Cabinet Decision provides that the Constituent Entity, Joint Venture, JV Subsidiary or Domestic Designated Filing Entity must pay any Top-up Taxes in UAE Dirhams, by the date the Top-up Tax Return is due.",,,01/01/2025,
UAE,UAE,relative,,18,0,,Payment (Transitional),Payment (Transitional),"Article 11.2 of the Cabinet Decision provides that the Constituent Entity, Joint Venture, JV Subsidiary or Domestic Designated Filing Entity must pay any Top-up Taxes in UAE Dirhams, by the date the Top-up Tax Return is due.",,,01/01/2025,
UK,United Kingdom,relative,,15,0,,DMTT Return,DMTT Return (Standard),"Under Schedule 18 of the Finance Act, the filing member of a registered group must submit a DMTT self-assessment return within 15 months from the day after the end of the accounting period (increased to 18 months for the first accounting period an MNE is subject to the multinational top-up tax).",https://developer.service.hmrc.gov.uk/api-documentation/docs/api/service/pillar2-submission-api/1.0,,01/01/2024,
UK,United Kingdom,relative,,18,0,,DMTT Return (Transitional),DMTT Return (Transitional),"Under Schedule 18 of the Finance Act, the filing member of a registered group must submit a DMTT self-assessment return within 15 months from the day after the end of the accounting period (increased to 18 months for the first accounting period an MNE is subject to the multinational top-up tax).",https://developer.service.hmrc.gov.uk/api-documentation/docs/api/service/pillar2-submission-api/1.0,,01/01/2024,
UK,United Kingdom,relative,,15,0,,GloBE Information Return,GloBE Information Return (Standard),Standard GIR Filing,https://developer.service.hmrc.gov.uk/api-documentation/docs/api/service/pillar2-submission-api/1.0,,01/01/2024,
UK,United Kingdom,relative,,15,0,,Double Filing Relief Notification (Standard),Other Notifications (Standard),Yes Schedule 14(10) - GIR filing deadline,,,01/01/2024,
UK,United Kingdom,relative,,18,0,,GloBE Information Return (Transitional),GloBE Information Return (Transitional),Standard GIR Transitional Filing,https://developer.service.hmrc.gov.uk/api-documentation/docs/api/service/pillar2-submission-api/1.0,,01/01/2024,
UK,United Kingdom,relative,,18,0,,Double Filing Relief Notification (Transitional Year),Other Notifications (Transitional),Yes Schedule 14(10) - GIR filing deadline,,,01/01/2024,
